Order ID,Product,Quantity Ordered,Price Each,Total Price,Purchase Address,Order Date,time,Street,City,State,Zip code
182940,USB-C Charging Cable,1,11.95,11.95,"627 Hill St, Los Angeles, CA 90001",4/3/2019,4:07:00 PM,627 Hill St, Los Angeles,CA,90001
182941,Wired Headphones,1,11.99,11.99,"631 14th St, San Francisco, CA 94016",4/9/2019,11:48:00 AM,631 14th St, San Francisco,CA,94016
182942,AAA Batteries (4-pack),2,2.99,5.98,"224 12th St, New York City, NY 10001",4/11/2019,9:13:00 PM,224 12th St, New York City,NY,10001
182943,Wired Headphones,1,11.99,11.99,"850 Wilson St, San Francisco, CA 94016",4/23/2019,2:32:00 PM,850 Wilson St, San Francisco,CA,94016
182944,Wired Headphones,1,11.99,11.99,"940 Dogwood St, New York City, NY 10001",4/8/2019,6:55:00 PM,940 Dogwood St, New York City,NY,10001
182945,Bose SoundSport Headphones,1,99.99,99.99,"594 Ridge St, Portland, OR 97035",4/19/2019,11:39:00 AM,594 Ridge St, Portland,OR,97035
182946,Lightning Charging Cable,1,14.95,14.95,"933 Spruce St, Seattle, WA 98101",4/1/2019,7:45:00 PM,933 Spruce St, Seattle,WA,98101
182947,Apple Airpods Headphones,1,150,150,"228 Dogwood St, Dallas, TX 75001",4/27/2019,7:32:00 PM,228 Dogwood St, Dallas,TX,75001
182948,AA Batteries (4-pack),1,3.84,3.84,"951 Main St, New York City, NY 10001",4/20/2019,10:28:00 AM,951 Main St, New York City,NY,10001
182949,AA Batteries (4-pack),1,3.84,3.84,"545 North St, Seattle, WA 98101",4/30/2019,8:50:00 PM,545 North St, Seattle,WA,98101
182950,Bose SoundSport Headphones,1,99.99,99.99,"881 Meadow St, Seattle, WA 98101",4/3/2019,10:46:00 AM,881 Meadow St, Seattle,WA,98101
182951,Wired Headphones,1,11.99,11.99,"48 Pine St, Austin, TX 73301",4/27/2019,8:56:00 AM,48 Pine St, Austin,TX,73301
182952,USB-C Charging Cable,1,11.95,11.95,"876 Washington St, Los Angeles, CA 90001",4/14/2019,9:12:00 PM,876 Washington St, Los Angeles,CA,90001
182953,AAA Batteries (4-pack),1,2.99,2.99,"883 8th St, Seattle, WA 98101",4/9/2019,1:23:00 PM,883 8th St, Seattle,WA,98101
182954,AA Batteries (4-pack),1,3.84,3.84,"666 10th St, Dallas, TX 75001",4/8/2019,10:42:00 AM,666 10th St, Dallas,TX,75001
182955,Wired Headphones,1,11.99,11.99,"427 Cherry St, Dallas, TX 75001",4/7/2019,10:51:00 AM,427 Cherry St, Dallas,TX,75001
182956,Macbook Pro Laptop,1,1700,1700,"740 Meadow St, Dallas, TX 75001",4/29/2019,1:55:00 PM,740 Meadow St, Dallas,TX,75001
182957,20in Monitor,1,109.99,109.99,"332 13th St, Portland, OR 97035",4/18/2019,7:32:00 AM,332 13th St, Portland,OR,97035
182958,27in 4K Gaming Monitor,1,389.99,389.99,"739 Park St, Portland, ME 04101",4/11/2019,1:36:00 PM,739 Park St, Portland,ME,4101
182959,34in Ultrawide Monitor,1,379.99,379.99,"712 Ridge St, Los Angeles, CA 90001",4/12/2019,3:16:00 PM,712 Ridge St, Los Angeles,CA,90001
182960,Wired Headphones,1,11.99,11.99,"234 Washington St, San Francisco, CA 94016",4/1/2019,6:47:00 AM,234 Washington St, San Francisco,CA,94016
182961,Wired Headphones,2,11.99,23.98,"135 Highland St, Portland, OR 97035",4/1/2019,9:31:00 AM,135 Highland St, Portland,OR,97035
182962,USB-C Charging Cable,1,11.95,11.95,"860 13th St, Seattle, WA 98101",4/6/2019,9:55:00 AM,860 13th St, Seattle,WA,98101
182963,USB-C Charging Cable,1,11.95,11.95,"957 Center St, New York City, NY 10001",4/21/2019,1:34:00 PM,957 Center St, New York City,NY,10001
182964,Apple Airpods Headphones,1,150,150,"137 Cherry St, New York City, NY 10001",4/2/2019,6:10:00 PM,137 Cherry St, New York City,NY,10001
182965,USB-C Charging Cable,1,11.95,11.95,"736 Walnut St, Los Angeles, CA 90001",4/26/2019,11:15:00 PM,736 Walnut St, Los Angeles,CA,90001
182966,Vareebadd Phone,1,400,400,"499 Jackson St, Los Angeles, CA 90001",4/10/2019,8:20:00 PM,499 Jackson St, Los Angeles,CA,90001
182967,Apple Airpods Headphones,1,150,150,"139 Washington St, San Francisco, CA 94016",4/1/2019,1:18:00 PM,139 Washington St, San Francisco,CA,94016
182968,Wired Headphones,1,11.99,11.99,"564 Forest St, Dallas, TX 75001",4/9/2019,8:45:00 AM,564 Forest St, Dallas,TX,75001
182969,AA Batteries (4-pack),2,3.84,7.68,"926 Johnson St, Portland, OR 97035",4/30/2019,4:02:00 PM,926 Johnson St, Portland,OR,97035
182970,LG Dryer,1,600,600,"76 12th St, Austin, TX 73301",4/16/2019,5:10:00 PM,76 12th St, Austin,TX,73301
182971,Wired Headphones,1,11.99,11.99,"817 Lakeview St, Boston, MA 02215",4/27/2019,4:20:00 PM,817 Lakeview St, Boston,MA,2215
182972,USB-C Charging Cable,1,11.95,11.95,"993 North St, Los Angeles, CA 90001",4/20/2019,12:08:00 PM,993 North St, Los Angeles,CA,90001
182973,AA Batteries (4-pack),1,3.84,3.84,"634 Park St, San Francisco, CA 94016",4/11/2019,2:50:00 PM,634 Park St, San Francisco,CA,94016
182974,20in Monitor,1,109.99,109.99,"294 14th St, Dallas, TX 75001",4/29/2019,2:33:00 PM,294 14th St, Dallas,TX,75001
182975,Bose SoundSport Headphones,1,99.99,99.99,"251 Hill St, San Francisco, CA 94016",4/14/2019,10:24:00 PM,251 Hill St, San Francisco,CA,94016
182976,AA Batteries (4-pack),1,3.84,3.84,"180 Sunset St, San Francisco, CA 94016",4/17/2019,1:00:00 PM,180 Sunset St, San Francisco,CA,94016
182977,Wired Headphones,1,11.99,11.99,"73 Johnson St, San Francisco, CA 94016",4/14/2019,9:03:00 PM,73 Johnson St, San Francisco,CA,94016
182978,USB-C Charging Cable,1,11.95,11.95,"304 Lake St, Boston, MA 02215",4/7/2019,2:28:00 AM,304 Lake St, Boston,MA,2215
182979,Macbook Pro Laptop,1,1700,1700,"542 Jefferson St, San Francisco, CA 94016",4/10/2019,9:30:00 PM,542 Jefferson St, San Francisco,CA,94016
182980,AA Batteries (4-pack),1,3.84,3.84,"962 Johnson St, San Francisco, CA 94016",4/20/2019,1:43:00 PM,962 Johnson St, San Francisco,CA,94016
182981,Bose SoundSport Headphones,1,99.99,99.99,"750 Wilson St, New York City, NY 10001",4/5/2019,3:02:00 PM,750 Wilson St, New York City,NY,10001
182982,Bose SoundSport Headphones,1,99.99,99.99,"521 12th St, Boston, MA 02215",4/21/2019,4:58:00 PM,521 12th St, Boston,MA,2215
182983,AA Batteries (4-pack),2,3.84,7.68,"261 Lincoln St, New York City, NY 10001",4/29/2019,8:30:00 PM,261 Lincoln St, New York City,NY,10001
182984,Macbook Pro Laptop,1,1700,1700,"83 Willow St, Boston, MA 02215",4/28/2019,1:10:00 AM,83 Willow St, Boston,MA,2215
182985,USB-C Charging Cable,1,11.95,11.95,"806 South St, Dallas, TX 75001",4/8/2019,6:39:00 PM,806 South St, Dallas,TX,75001
182986,ThinkPad Laptop,1,999.99,999.99,"731 Lakeview St, San Francisco, CA 94016",4/14/2019,6:40:00 PM,731 Lakeview St, San Francisco,CA,94016
182987,iPhone,1,700,700,"678 Cherry St, Los Angeles, CA 90001",4/25/2019,7:00:00 AM,678 Cherry St, Los Angeles,CA,90001
182987,Lightning Charging Cable,1,14.95,14.95,"678 Cherry St, Los Angeles, CA 90001",4/25/2019,7:00:00 AM,678 Cherry St, Los Angeles,CA,90001
182988,iPhone,1,700,700,"921 9th St, New York City, NY 10001",4/20/2019,10:51:00 PM,921 9th St, New York City,NY,10001
182989,iPhone,1,700,700,"834 Johnson St, Boston, MA 02215",4/21/2019,1:52:00 PM,834 Johnson St, Boston,MA,2215
182990,AA Batteries (4-pack),1,3.84,3.84,"130 West St, Austin, TX 73301",4/13/2019,7:41:00 PM,130 West St, Austin,TX,73301
182991,AAA Batteries (4-pack),2,2.99,5.98,"64 11th St, San Francisco, CA 94016",4/10/2019,2:29:00 PM,64 11th St, San Francisco,CA,94016
182992,ThinkPad Laptop,1,999.99,999.99,"3 Johnson St, San Francisco, CA 94016",4/8/2019,10:35:00 AM,3 Johnson St, San Francisco,CA,94016
182993,Wired Headphones,1,11.99,11.99,"706 Highland St, New York City, NY 10001",4/17/2019,6:00:00 PM,706 Highland St, New York City,NY,10001
182994,AAA Batteries (4-pack),2,2.99,5.98,"904 Walnut St, Austin, TX 73301",4/23/2019,2:44:00 PM,904 Walnut St, Austin,TX,73301
182995,USB-C Charging Cable,1,11.95,11.95,"598 Cedar St, Portland, ME 04101",4/16/2019,2:45:00 PM,598 Cedar St, Portland,ME,4101
182996,27in FHD Monitor,1,149.99,149.99,"705 Pine St, Los Angeles, CA 90001",4/14/2019,1:26:00 PM,705 Pine St, Los Angeles,CA,90001
182997,Apple Airpods Headphones,1,150,150,"335 Jackson St, New York City, NY 10001",4/17/2019,4:10:00 AM,335 Jackson St, New York City,NY,10001
182998,27in FHD Monitor,1,149.99,149.99,"600 South St, Austin, TX 73301",4/27/2019,7:16:00 PM,600 South St, Austin,TX,73301
182999,Wired Headphones,1,11.99,11.99,"673 Pine St, New York City, NY 10001",4/13/2019,7:17:00 PM,673 Pine St, New York City,NY,10001
183000,AAA Batteries (4-pack),3,2.99,8.97,"67 Park St, Los Angeles, CA 90001",4/25/2019,2:21:00 PM,67 Park St, Los Angeles,CA,90001
183001,ThinkPad Laptop,1,999.99,999.99,"462 Highland St, New York City, NY 10001",4/13/2019,5:56:00 PM,462 Highland St, New York City,NY,10001
183002,Wired Headphones,1,11.99,11.99,"981 Park St, Los Angeles, CA 90001",4/11/2019,1:56:00 PM,981 Park St, Los Angeles,CA,90001
183003,Wired Headphones,1,11.99,11.99,"557 Main St, New York City, NY 10001",4/8/2019,9:15:00 PM,557 Main St, New York City,NY,10001
183004,AA Batteries (4-pack),1,3.84,3.84,"218 Wilson St, Austin, TX 73301",4/26/2019,8:10:00 PM,218 Wilson St, Austin,TX,73301
,,,,,,,,,,,
183005,34in Ultrawide Monitor,1,379.99,379.99,"367 9th St, Portland, OR 97035",4/28/2019,2:23:00 PM,367 9th St, Portland,OR,97035
183006,Wired Headphones,1,11.99,11.99,"866 Walnut St, Portland, OR 97035",4/25/2019,11:27:00 AM,866 Walnut St, Portland,OR,97035
183007,AA Batteries (4-pack),1,3.84,3.84,"46 11th St, Austin, TX 73301",4/28/2019,10:55:00 AM,46 11th St, Austin,TX,73301
183008,AAA Batteries (4-pack),1,2.99,2.99,"370 Church St, New York City, NY 10001",4/15/2019,7:14:00 PM,370 Church St, New York City,NY,10001
183009,AA Batteries (4-pack),1,3.84,3.84,"639 Cedar St, Seattle, WA 98101",4/16/2019,6:30:00 PM,639 Cedar St, Seattle,WA,98101
183010,Apple Airpods Headphones,1,150,150,"205 Lincoln St, Portland, OR 97035",4/17/2019,12:10:00 PM,205 Lincoln St, Portland,OR,97035
183011,Vareebadd Phone,1,400,400,"200 Johnson St, Dallas, TX 75001",4/5/2019,6:29:00 PM,200 Johnson St, Dallas,TX,75001
183012,27in FHD Monitor,1,149.99,149.99,"390 Main St, Seattle, WA 98101",4/10/2019,8:57:00 PM,390 Main St, Seattle,WA,98101
183013,USB-C Charging Cable,1,11.95,11.95,"821 6th St, San Francisco, CA 94016",4/18/2019,11:37:00 AM,821 6th St, San Francisco,CA,94016
183014,Google Phone,1,600,600,"403 Cherry St, Dallas, TX 75001",4/12/2019,12:02:00 PM,403 Cherry St, Dallas,TX,75001
183014,Wired Headphones,1,11.99,11.99,"403 Cherry St, Dallas, TX 75001",4/12/2019,12:02:00 PM,403 Cherry St, Dallas,TX,75001
183015,USB-C Charging Cable,1,11.95,11.95,"479 South St, San Francisco, CA 94016",4/2/2019,12:25:00 AM,479 South St, San Francisco,CA,94016
183016,Google Phone,1,600,600,"492 Willow St, San Francisco, CA 94016",4/30/2019,7:50:00 PM,492 Willow St, San Francisco,CA,94016
183016,USB-C Charging Cable,1,11.95,11.95,"492 Willow St, San Francisco, CA 94016",4/30/2019,7:50:00 PM,492 Willow St, San Francisco,CA,94016
183016,Wired Headphones,1,11.99,11.99,"492 Willow St, San Francisco, CA 94016",4/30/2019,7:50:00 PM,492 Willow St, San Francisco,CA,94016
183017,ThinkPad Laptop,1,999.99,999.99,"856 Highland St, New York City, NY 10001",4/14/2019,4:17:00 PM,856 Highland St, New York City,NY,10001
183018,iPhone,1,700,700,"539 Washington St, New York City, NY 10001",4/12/2019,8:10:00 PM,539 Washington St, New York City,NY,10001
183019,Wired Headphones,1,11.99,11.99,"729 7th St, San Francisco, CA 94016",4/13/2019,7:38:00 PM,729 7th St, San Francisco,CA,94016
183020,27in 4K Gaming Monitor,1,389.99,389.99,"824 Center St, Austin, TX 73301",4/5/2019,8:37:00 PM,824 Center St, Austin,TX,73301
183021,Lightning Charging Cable,1,14.95,14.95,"497 Johnson St, Portland, OR 97035",4/16/2019,1:01:00 PM,497 Johnson St, Portland,OR,97035
183022,Wired Headphones,1,11.99,11.99,"813 5th St, San Francisco, CA 94016",4/6/2019,8:09:00 PM,813 5th St, San Francisco,CA,94016
183023,Apple Airpods Headphones,1,150,150,"467 Adams St, Atlanta, GA 30301",4/7/2019,4:25:00 PM,467 Adams St, Atlanta,GA,30301
183024,Google Phone,1,600,600,"342 1st St, Los Angeles, CA 90001",4/1/2019,8:51:00 PM,342 1st St, Los Angeles,CA,90001
183025,AA Batteries (4-pack),1,3.84,3.84,"766 Meadow St, Dallas, TX 75001",4/23/2019,6:15:00 PM,766 Meadow St, Dallas,TX,75001
183026,AAA Batteries (4-pack),1,2.99,2.99,"578 Washington St, New York City, NY 10001",4/27/2019,12:55:00 AM,578 Washington St, New York City,NY,10001
183027,USB-C Charging Cable,1,11.95,11.95,"587 2nd St, Portland, OR 97035",4/25/2019,8:44:00 PM,587 2nd St, Portland,OR,97035
183028,Wired Headphones,1,11.99,11.99,"532 14th St, San Francisco, CA 94016",4/4/2019,12:14:00 PM,532 14th St, San Francisco,CA,94016
183029,Wired Headphones,1,11.99,11.99,"919 Hickory St, New York City, NY 10001",4/2/2019,12:23:00 AM,919 Hickory St, New York City,NY,10001
183030,AAA Batteries (4-pack),1,2.99,2.99,"877 Adams St, Austin, TX 73301",4/3/2019,12:47:00 PM,877 Adams St, Austin,TX,73301
183031,Bose SoundSport Headphones,1,99.99,99.99,"750 Jefferson St, San Francisco, CA 94016",4/24/2019,2:51:00 PM,750 Jefferson St, San Francisco,CA,94016
183032,Wired Headphones,1,11.99,11.99,"61 Center St, Los Angeles, CA 90001",4/16/2019,7:31:00 PM,61 Center St, Los Angeles,CA,90001
183033,USB-C Charging Cable,1,11.95,11.95,"216 Center St, Boston, MA 02215",4/17/2019,2:16:00 PM,216 Center St, Boston,MA,2215
183034,iPhone,1,700,700,"127 Pine St, Boston, MA 02215",4/16/2019,8:52:00 PM,127 Pine St, Boston,MA,2215
183034,Lightning Charging Cable,1,14.95,14.95,"127 Pine St, Boston, MA 02215",4/16/2019,8:52:00 PM,127 Pine St, Boston,MA,2215
183035,Lightning Charging Cable,1,14.95,14.95,"40 1st St, Seattle, WA 98101",4/3/2019,12:25:00 PM,40 1st St, Seattle,WA,98101
183036,Flatscreen TV,1,300,300,"159 Elm St, Los Angeles, CA 90001",4/6/2019,10:31:00 PM,159 Elm St, Los Angeles,CA,90001
183037,USB-C Charging Cable,1,11.95,11.95,"248 Elm St, San Francisco, CA 94016",4/3/2019,1:08:00 PM,248 Elm St, San Francisco,CA,94016
183038,USB-C Charging Cable,1,11.95,11.95,"187 4th St, Seattle, WA 98101",4/23/2019,5:16:00 PM,187 4th St, Seattle,WA,98101
183039,Wired Headphones,1,11.99,11.99,"731 Madison St, Atlanta, GA 30301",4/28/2019,11:11:00 PM,731 Madison St, Atlanta,GA,30301
183040,Wired Headphones,1,11.99,11.99,"712 Madison St, San Francisco, CA 94016",4/13/2019,10:39:00 PM,712 Madison St, San Francisco,CA,94016
183041,AA Batteries (4-pack),1,3.84,3.84,"504 14th St, Los Angeles, CA 90001",4/9/2019,12:15:00 PM,504 14th St, Los Angeles,CA,90001
183042,USB-C Charging Cable,1,11.95,11.95,"4 13th St, Seattle, WA 98101",4/13/2019,8:28:00 AM,4 13th St, Seattle,WA,98101
183043,AAA Batteries (4-pack),2,2.99,5.98,"670 Sunset St, San Francisco, CA 94016",4/19/2019,9:06:00 PM,670 Sunset St, San Francisco,CA,94016
183044,ThinkPad Laptop,1,999.99,999.99,"938 Elm St, San Francisco, CA 94016",4/23/2019,9:03:00 PM,938 Elm St, San Francisco,CA,94016
183045,Lightning Charging Cable,1,14.95,14.95,"914 Meadow St, Dallas, TX 75001",4/26/2019,8:16:00 AM,914 Meadow St, Dallas,TX,75001
183046,Lightning Charging Cable,1,14.95,14.95,"700 Ridge St, Atlanta, GA 30301",4/13/2019,8:35:00 PM,700 Ridge St, Atlanta,GA,30301
183047,AA Batteries (4-pack),1,3.84,3.84,"364 6th St, Boston, MA 02215",4/20/2019,6:06:00 PM,364 6th St, Boston,MA,2215
183048,Bose SoundSport Headphones,1,99.99,99.99,"611 Spruce St, Boston, MA 02215",4/10/2019,1:05:00 PM,611 Spruce St, Boston,MA,2215
183049,Macbook Pro Laptop,1,1700,1700,"32 Center St, Los Angeles, CA 90001",4/9/2019,2:14:00 PM,32 Center St, Los Angeles,CA,90001
183050,Lightning Charging Cable,1,14.95,14.95,"577 Elm St, Dallas, TX 75001",4/9/2019,11:19:00 AM,577 Elm St, Dallas,TX,75001
183051,AAA Batteries (4-pack),1,2.99,2.99,"643 Cherry St, Boston, MA 02215",4/2/2019,11:32:00 PM,643 Cherry St, Boston,MA,2215
183052,AA Batteries (4-pack),1,3.84,3.84,"587 10th St, New York City, NY 10001",4/14/2019,8:30:00 PM,587 10th St, New York City,NY,10001
183053,Wired Headphones,1,11.99,11.99,"255 9th St, Atlanta, GA 30301",4/8/2019,8:17:00 PM,255 9th St, Atlanta,GA,30301
183054,Bose SoundSport Headphones,1,99.99,99.99,"735 6th St, San Francisco, CA 94016",4/21/2019,1:52:00 AM,735 6th St, San Francisco,CA,94016
183055,AAA Batteries (4-pack),1,2.99,2.99,"330 North St, Seattle, WA 98101",4/19/2019,9:43:00 AM,330 North St, Seattle,WA,98101
183056,34in Ultrawide Monitor,1,379.99,379.99,"622 Willow St, New York City, NY 10001",4/18/2019,1:58:00 AM,622 Willow St, New York City,NY,10001
183057,AA Batteries (4-pack),1,3.84,3.84,"192 Ridge St, Seattle, WA 98101",4/5/2019,9:59:00 AM,192 Ridge St, Seattle,WA,98101
183058,Wired Headphones,2,11.99,23.98,"303 Wilson St, Seattle, WA 98101",4/30/2019,10:21:00 PM,303 Wilson St, Seattle,WA,98101
183059,ThinkPad Laptop,1,999.99,999.99,"306 1st St, Boston, MA 02215",4/19/2019,9:54:00 AM,306 1st St, Boston,MA,2215
183059,USB-C Charging Cable,1,11.95,11.95,"306 1st St, Boston, MA 02215",4/19/2019,9:54:00 AM,306 1st St, Boston,MA,2215
183060,Lightning Charging Cable,1,14.95,14.95,"579 7th St, Boston, MA 02215",4/18/2019,6:40:00 PM,579 7th St, Boston,MA,2215
183061,Bose SoundSport Headphones,1,99.99,99.99,"482 Lincoln St, New York City, NY 10001",4/24/2019,1:50:00 PM,482 Lincoln St, New York City,NY,10001
183062,Bose SoundSport Headphones,1,99.99,99.99,"184 Lake St, New York City, NY 10001",4/24/2019,6:02:00 PM,184 Lake St, New York City,NY,10001
183063,USB-C Charging Cable,1,11.95,11.95,"886 9th St, Los Angeles, CA 90001",4/7/2019,5:19:00 PM,886 9th St, Los Angeles,CA,90001
183064,ThinkPad Laptop,1,999.99,999.99,"238 Cherry St, San Francisco, CA 94016",4/17/2019,7:45:00 PM,238 Cherry St, San Francisco,CA,94016
183065,27in FHD Monitor,1,149.99,149.99,"730 10th St, Seattle, WA 98101",4/7/2019,3:51:00 PM,730 10th St, Seattle,WA,98101
183066,Apple Airpods Headphones,1,150,150,"317 14th St, Portland, ME 04101",4/18/2019,5:15:00 PM,317 14th St, Portland,ME,4101
183067,Wired Headphones,1,11.99,11.99,"982 Willow St, Portland, OR 97035",4/21/2019,11:10:00 AM,982 Willow St, Portland,OR,97035
183068,Apple Airpods Headphones,1,150,150,"757 Willow St, Austin, TX 73301",4/7/2019,10:35:00 AM,757 Willow St, Austin,TX,73301
183069,AA Batteries (4-pack),1,3.84,3.84,"75 2nd St, Atlanta, GA 30301",4/21/2019,11:29:00 AM,75 2nd St, Atlanta,GA,30301
183070,USB-C Charging Cable,1,11.95,11.95,"802 Walnut St, New York City, NY 10001",4/20/2019,9:17:00 AM,802 Walnut St, New York City,NY,10001
183071,27in FHD Monitor,1,149.99,149.99,"59 Johnson St, Los Angeles, CA 90001",4/12/2019,6:59:00 PM,59 Johnson St, Los Angeles,CA,90001
183072,Macbook Pro Laptop,1,1700,1700,"798 Highland St, New York City, NY 10001",4/26/2019,10:06:00 AM,798 Highland St, New York City,NY,10001
183073,Lightning Charging Cable,1,14.95,14.95,"171 13th St, Dallas, TX 75001",4/5/2019,6:03:00 PM,171 13th St, Dallas,TX,75001
183074,USB-C Charging Cable,1,11.95,11.95,"741 Cedar St, Boston, MA 02215",4/12/2019,8:24:00 PM,741 Cedar St, Boston,MA,2215
183075,AAA Batteries (4-pack),1,2.99,2.99,"900 Johnson St, New York City, NY 10001",4/19/2019,12:51:00 AM,900 Johnson St, New York City,NY,10001
183076,Google Phone,1,600,600,"311 Hill St, San Francisco, CA 94016",4/26/2019,9:47:00 AM,311 Hill St, San Francisco,CA,94016
183077,Wired Headphones,1,11.99,11.99,"787 Dogwood St, Atlanta, GA 30301",4/11/2019,6:17:00 AM,787 Dogwood St, Atlanta,GA,30301
183078,USB-C Charging Cable,1,11.95,11.95,"995 Dogwood St, Atlanta, GA 30301",4/9/2019,7:13:00 AM,995 Dogwood St, Atlanta,GA,30301
183079,Bose SoundSport Headphones,1,99.99,99.99,"626 13th St, San Francisco, CA 94016",4/30/2019,2:10:00 PM,626 13th St, San Francisco,CA,94016
183080,Bose SoundSport Headphones,1,99.99,99.99,"171 Adams St, Los Angeles, CA 90001",4/11/2019,9:58:00 PM,171 Adams St, Los Angeles,CA,90001
183081,34in Ultrawide Monitor,1,379.99,379.99,"235 Park St, Austin, TX 73301",4/21/2019,12:33:00 PM,235 Park St, Austin,TX,73301
183082,AAA Batteries (4-pack),1,2.99,2.99,"757 10th St, Los Angeles, CA 90001",4/20/2019,12:08:00 AM,757 10th St, Los Angeles,CA,90001
183083,USB-C Charging Cable,1,11.95,11.95,"842 8th St, San Francisco, CA 94016",4/13/2019,7:51:00 PM,842 8th St, San Francisco,CA,94016
183084,Lightning Charging Cable,1,14.95,14.95,"269 12th St, San Francisco, CA 94016",4/4/2019,9:35:00 PM,269 12th St, San Francisco,CA,94016
183085,iPhone,1,700,700,"985 Highland St, Atlanta, GA 30301",4/15/2019,12:33:00 PM,985 Highland St, Atlanta,GA,30301
183085,Lightning Charging Cable,1,14.95,14.95,"985 Highland St, Atlanta, GA 30301",4/15/2019,12:33:00 PM,985 Highland St, Atlanta,GA,30301
183086,Bose SoundSport Headphones,1,99.99,99.99,"595 Meadow St, New York City, NY 10001",4/25/2019,11:18:00 AM,595 Meadow St, New York City,NY,10001
183087,Google Phone,1,600,600,"411 1st St, Austin, TX 73301",4/5/2019,11:16:00 AM,411 1st St, Austin,TX,73301
183088,USB-C Charging Cable,1,11.95,11.95,"296 Washington St, Atlanta, GA 30301",4/12/2019,6:38:00 PM,296 Washington St, Atlanta,GA,30301
183089,Lightning Charging Cable,1,14.95,14.95,"167 5th St, New York City, NY 10001",4/20/2019,1:10:00 PM,167 5th St, New York City,NY,10001
183090,Apple Airpods Headphones,2,150,300,"843 Park St, Los Angeles, CA 90001",4/28/2019,11:47:00 AM,843 Park St, Los Angeles,CA,90001
183091,AAA Batteries (4-pack),1,2.99,2.99,"497 North St, San Francisco, CA 94016",4/18/2019,1:54:00 PM,497 North St, San Francisco,CA,94016
183092,USB-C Charging Cable,1,11.95,11.95,"606 5th St, Atlanta, GA 30301",4/30/2019,3:46:00 PM,606 5th St, Atlanta,GA,30301
183093,Apple Airpods Headphones,1,150,150,"606 4th St, Dallas, TX 75001",4/17/2019,4:57:00 PM,606 4th St, Dallas,TX,75001
183093,ThinkPad Laptop,1,999.99,999.99,"606 4th St, Dallas, TX 75001",4/17/2019,4:57:00 PM,606 4th St, Dallas,TX,75001
183094,Wired Headphones,1,11.99,11.99,"507 River St, San Francisco, CA 94016",4/11/2019,9:43:00 AM,507 River St, San Francisco,CA,94016
183095,AAA Batteries (4-pack),1,2.99,2.99,"415 5th St, Portland, OR 97035",4/27/2019,6:05:00 PM,415 5th St, Portland,OR,97035
183096,AA Batteries (4-pack),1,3.84,3.84,"709 8th St, San Francisco, CA 94016",4/10/2019,8:03:00 PM,709 8th St, San Francisco,CA,94016
183097,Lightning Charging Cable,1,14.95,14.95,"160 Lake St, New York City, NY 10001",4/11/2019,5:22:00 PM,160 Lake St, New York City,NY,10001
183098,Lightning Charging Cable,1,14.95,14.95,"364 8th St, San Francisco, CA 94016",4/22/2019,2:32:00 PM,364 8th St, San Francisco,CA,94016
183099,USB-C Charging Cable,1,11.95,11.95,"362 6th St, Portland, OR 97035",4/25/2019,10:54:00 PM,362 6th St, Portland,OR,97035
183100,USB-C Charging Cable,1,11.95,11.95,"404 Lakeview St, Portland, OR 97035",4/16/2019,7:06:00 PM,404 Lakeview St, Portland,OR,97035
183101,Wired Headphones,1,11.99,11.99,"375 Lakeview St, Portland, OR 97035",4/1/2019,2:53:00 PM,375 Lakeview St, Portland,OR,97035
183102,AA Batteries (4-pack),1,3.84,3.84,"64 Park St, Portland, OR 97035",4/23/2019,12:13:00 PM,64 Park St, Portland,OR,97035
183103,34in Ultrawide Monitor,1,379.99,379.99,"156 12th St, Boston, MA 02215",4/25/2019,2:46:00 PM,156 12th St, Boston,MA,2215
183104,iPhone,1,700,700,"533 11th St, San Francisco, CA 94016",4/20/2019,12:56:00 PM,533 11th St, San Francisco,CA,94016
183105,Lightning Charging Cable,1,14.95,14.95,"5 North St, Los Angeles, CA 90001",4/7/2019,5:45:00 PM,5 North St, Los Angeles,CA,90001
183106,Wired Headphones,1,11.99,11.99,"745 Willow St, San Francisco, CA 94016",4/25/2019,6:51:00 PM,745 Willow St, San Francisco,CA,94016
183107,Lightning Charging Cable,1,14.95,14.95,"432 Main St, Portland, OR 97035",4/2/2019,9:57:00 AM,432 Main St, Portland,OR,97035
183108,Bose SoundSport Headphones,1,99.99,99.99,"636 West St, Austin, TX 73301",4/1/2019,6:17:00 PM,636 West St, Austin,TX,73301
183109,AA Batteries (4-pack),1,3.84,3.84,"602 Forest St, Boston, MA 02215",4/19/2019,5:46:00 PM,602 Forest St, Boston,MA,2215
183110,USB-C Charging Cable,1,11.95,11.95,"289 Jackson St, Portland, OR 97035",4/1/2019,12:31:00 PM,289 Jackson St, Portland,OR,97035
183111,LG Washing Machine,1,600,600,"308 12th St, Dallas, TX 75001",4/19/2019,10:03:00 PM,308 12th St, Dallas,TX,75001
183112,Lightning Charging Cable,1,14.95,14.95,"667 Main St, Boston, MA 02215",4/29/2019,8:15:00 PM,667 Main St, Boston,MA,2215
183113,AA Batteries (4-pack),2,3.84,7.68,"695 10th St, New York City, NY 10001",4/29/2019,3:05:00 AM,695 10th St, New York City,NY,10001
183114,USB-C Charging Cable,1,11.95,11.95,"978 2nd St, San Francisco, CA 94016",4/8/2019,7:26:00 PM,978 2nd St, San Francisco,CA,94016
